headline,text,business,entertainment,politics,sport,tech
s korean lender faces liquidation,creditors south korea top credit card firm said put company liquidation ex parent firm fails back bail lg card creditors given lg group wednesday sign 1 1 bn rescue package the firm avoided bankruptcy thanks 4 5 bn bail january 2004 gave control creditors lg group said package reflect firm new ownership accept unfair burden at least seven million people south korea use lg card plastic purchases lg card creditors threatened parent group lg group penalties fails respond demands creditors would seek strong financial sanctions lg group lg card liquidated said yoo ji chang governor korean development bank kdb one card firm major creditors lg group said providing help credit card issuer could hurt corporate credibility could spark shareholder lawsuits it says wants fair reasonable guidelines splitting financial burden creditors 99 3 lg card the creditors asked government mediate avoid risk stability financial markets kdb said analysts believe compromise likely lg group knows impact consumer demand national economy liquidation lg card said kim yungmin equity strategist dongwon investment trust management lg card almost collapsed 2003 due increase overdue credit card bills bursting credit bubble the firm returned profit september 2004 needs capital injection avoid delisted korea stock exchange the exchange delist company debt exceeds assets two years running lg card creditors fear move would triggered massive debt redemption requests could bankrupt firm owes 12 05 bn eventually lg group participate stalling try earn better concessions said mr kim,1,0,0,0,0
us probe airline travel chaos,the us government investigate two airlines us airways delta air lines comair subsidiary travel chaos christmas weekend staff calling sick us airways computer failures comair left 30 000 passengers stranded 10 000 pieces baggage undelivered us airways chapter 11 bankruptcy protection second time two years battling cut costs it currently trying negotiate pay cuts flight baggage staff transportation secretary norman mineta said deeply concerned disruption passengers ordered thorough investigation comair computer breakdown plunged flight crew scheduling system disarray altogether 1 100 flights cancelled holiday long weekend mr mineta said important understand happened happened whether carriers properly planned holiday travel period responded appropriately consumer needs aftermath adding atmosphere chaos mountains luggage left pile third us airways baggage handling staff called sick there also shortage us airways flight attendants nearly fifth saying sick work leading many flight cancellations however union officials denied deliberate sickout they said many people flu time year airline chronically understaffed us airways ended cancelling 100 flights christmas day stranding passengers many 119 airports ground crews us airways seventh largest us airline chapter 11 bankruptcy protection face court imposed pay cut next month the airline needs negotiate paycuts find route bankruptcy it looking paycuts totalling 800 us airways full scale employee mutiny hands commented michael boyd industry consultant disruptions flight schedules could discourage customers flying us airways reducing revenues us airways cancel approximately 65 flights thursday 180 friday 140 saturday 43 sunday 15 monday said industry officials the airline said embarrassed situation deeply regrets inconvenience caused customers the probe focus industry compliance 1999 agreement aimed improving quality passenger service far allowed airlines avoid congressionally mandated standards analysts said christmas chaos cast doubt us airway ability emerge bankruptcy likely worsen finances troubled delta parent comair comair deeply regrets inconvenience customers caused severe winter storm ohio river valley busy holiday season exacerbated problems airline crew scheduling system causing additional flight delays cancellations delta subsidiary said statement,1,0,0,0,0
mixed christmas us retailers,us retailers posted mixed results december luxury retailers faring well many others forced slash prices lift sales upscale department store nordstrom said store sales 9 3 higher period last year trendy youth labels also sold well sales jumping 28 young women clothing retailer bebe stores 32 2 american eagle outfitters but wal mart saw sales rise cut prices the company saw 3 rise december sales less 4 3 rise seen year earlier customers world biggest retailer generally seen vulnerable america economic woes commentators claim many cut back spending amid uncertainty job security low middle income americans reined spending face higher gasoline prices analysts said wal mart faced stand shoppers stepping discounts festive season wore consumers waited longer get best bargains however experts added prices cut across sector christmas sales account nearly 23 annual retail sales would far worse so far faring better expected results still split ken perkins analyst research firm retailmetrics llc told associated press stores struggling last couple months appear continuing trend and stores well last several months december good month overall december sales forecast rise 4 5 220 bn less 5 1 increase seen year earlier one discount retailer fare well december costco wholesale continued recent run upbeat results better expected 8 jump store sales however losers many varied home furnishings store pier 1 imports saw store sales sink larger forecast 8 8 battled fierce competition leading electronics chain best buy meanwhile missed sales target 3 5 rise sales turning 2 5 increase christmas period accessory vendor claire stores also suffered expected last minute shopping rush never materialised leaving store sales 5 higher compared 6 rise last year jeweller zale also felt little christmas cheer december sales 0 7 month last year this good period retailers shoppers we saw dearth exciting new items kurt barnard president industry forecaster retail consulting group said however one beneficiary desertion high street expected online stores according survey goldman sachs co harris interactive neilsen net ratings sales surged 25 holiday season 23 2 bn,1,0,0,0,0
record year chilean copper,chile copper industry registered record earnings 14 2 bn 2004 governmental chilean copper commission cochilco reported strong demand china fast growing economy high prices fuelled production said cochilco vice president patricio cartagena he added boom allowed government collect 950 taxes mr cartagena said industry expects see investment worth 10 bn next three years with investments clearly going continue principle actor mining copper it consolidation industry new projects expansions support greater production australia bhp billiton operates la escondida world largest open pit copper mine planning invest 1 9 bn 2007 state owned codelco spend 1 bn various projects chile biggest copper producer world analyzing ways keep prices stable current high levels without killing demand leading customers look substitutes copper the copper price reached 16 year high october 2004 production chile expected rise 3 5 2005 5 5 million tonnes said mr cartagena cochilco expects 2005 slight reduction copper prices forecasts export earnings fall 10 7,1,0,0,0,0
dollar hovers around record lows,the us dollar hovered close record lows euro friday concern grows size us budget deficit analysts predict dollar remain weak 2005 investors worry state us economy the bush administration apparent unwillingness intervene support dollar caused concern however trading volatile past week technical automated trading light demand this amplified reactions news analysts said adding expect markets become less jumpy january the dollar trading 1 3652 versus euro friday morning hitting fresh record low 1 3667 thursday one dollar bought 102 55 yen disappointing business figures chicago triggered us currency weakness thursday the national association purchasing management chicago said manufacturing index dropped 61 2 bigger fall expected there dollar buyers especially chicago data yesterday said abn amro paul mackel at time german chancellor gerhard schroeder italian prime minister silvio berlusconi voiced concerns strength euro mr berlusconi said euro strength absolutely worrying italian exports mr schroeder said newspaper article stability foreign exchange markets required correction global economic imbalances investors look towards february meeting finance ministers g 7 industrialised nations london clues whether central banks combine forces stem dollar decline,1,0,0,0,0
iran budget seeks state sell offs,iran president mohammad khatami unveiled budget designed expand public spending 30 loosen islamic republic dependence oil the budget fiscal year starting 21 march calls sell 20 state corporate holdings mr khatami second term president ends 1 august making last budget but opposition members parliament attacked previous privatisations could block plans elections may 2004 ousted many mr khatami supporters parliament favour hard line religious conservatives late last year backed law would give parliament veto foreign investment the ruling response involvement telecoms airport projects turkish companies hardliners accused business israel it came long expediency council iran ultimate decision maker blessed mr khatami policy selling stakes sectors protected constitution energy transport telecoms banking continued obstruction foreign investment could get way privatisation plans also mr khatami hope modestly reducing government reliance oil revenues in address majlis mr khatami predicted economic growth 7 1 2005 6 6 7 current year he said wanted increase 2005 6 budget 1 546 trillion rials 175 6 bn 93 6 bn previous year 1 070 trillion within figure taxation would rise 14 3 bn rise 40 expected current year in contrast oil revenues expected fall 14 1 bn 16 bn year march 2005 current government expenditure come tax revenues mr khatami said oil revenues used productive investment mr khatami already blocked parliament reducing subsidies many products including bread petrol reducing room manoeuvre,1,0,0,0,0
verizon iseals takeover mci,verizon takeover battle us phone firm mci bid worth 6 8 bn 3 6 bn reports say the two firms expected seal deal monday morning according news agency reports despite thought higher bid qwest the us telecoms market consolidating fast former long distance giant at t bought former subsidiary sbc earlier year 16 bn mci exited bankruptcy april gone bust previous name worldcom the bankruptcy followed admission 2002 illegally booked expenses inflated profits shareholders lost 180 bn company collapsed 20 000 workers lost jobs former worldcom boss bernie ebbers currently trial accused overseeing 11 bn fraud qwest come suspicion sub standard behaviour paying securities exchange commission 250 october settle charges manipulated results keep wall street happy mci us second biggest long distance firm at t consolidation us telecommunications industry picked past months companies look cut costs boost client bases a merger mci verizon would fifth billion dollar telecoms deal since october last week sbc communications agreed buy former parent phone trailblazer at t 16 bn buying mci would give either qwest verizon access mci global network business based subscribers the rationale similar one underpinning sbc at t deal verizon far bigger company successful mobile arm factors may swung board favour since suitors offering mixture cash shares,1,0,0,0,0
gsk aims stop aids profiteers,one world largest manufacturers hiv aids drugs launched initiative combat smuggling cheaper pills supplied poorer african countries back europe resale far higher price the company glaxosmithkline alter packaging change colour pills currently provided developing nations humanitarian agreement it estimated drugs companies losing hundreds millions dollars year result diversion products way this sensitive area big drugs companies they want maintain profits put tremendous pressure provide cheap anti aids drugs world poorest nations the result drugs supplied africa thirty times cheaper sold europe bringing medicines within reach millions hiv positive africans government health care systems but wide difference price also means big gains made illegally diverting cheaper drugs back wealthier countries selling higher price glaxosmithkline believes coating pills destined africa red dye adding new identification codes onto pills packaging trade substantially reduced the company says possible identify specific distributors africa sold humanitarian drugs profit well suppliers europe also involved trade glaxo says distribution new look drugs already begun chemical content identical currently sold europe,1,0,0,0,0
fiat chief takes steering wheel,the chief executive fiat conglomerate taken day day control struggling car business effort turn around sergio marchionne replaced herbert demel chief executive fiat auto mr demel leaving company mr marchionne becomes fourth head business expected make 800 euro 1 bn loss 2004 many years fiat underperformed market europe last year seeing flat sales the car business made operating loss five last six years forced push back break even target 2005 2006 the management changes part wider shake business following fiat resolution dispute general motors as part major restructuring fiat integrate maserati car company currently owned ferrari within operations ferrari fiat owns majority stake could separately floated stock market either 2006 2007 mr marchionne joined company last year said fiat auto principal focus attention i made decision take post chief executive auto unit speed company recovery said a profound cultural transformation underway following management reorganisation delivered agile efficient structure added although mr marchionne background car industry playing increasing role group activities last year said series new models launched part group recovery plan boosted revenues much hoped the car business best known alfa romeo marque expected make loss 800 euros 2004 sales expected fall 2005 fiat said week exits unprofitable areas rental car market mr demel car industry veteran took helm november 2003 recruited former fiat chief executive giuseppe morchio mr morchio made bid last year become chairman death president umberto agnelli however rejected founding agnelli family mr morchio subsequently resigned earlier week fiat reached agreement gm dissolve alliance could obliged gm buy italian firm outright gm pay fiat 2 bn part settlement,1,0,0,0,0
china keeps tight rein credit,china efforts stop economy overheating clamping credit continue 2005 state media report the curbs introduced earlier year ward risk rapid expansion might lead soaring prices there also fears much stress might placed fragile banking system growth china remains breakneck 9 1 corporate investment growing 25 year the breakneck pace economic expansion kept growth 9 year rapid tooling china manufacturing sector means massive demand energy one factors kept world oil prices sky high year in theory government 7 growth target continues insist overshoot mean hard landing shape overbalancing economy a low exchange rate china yuan pegged rate 8 28 dollar seems relentless decline means chinese exports cheap world markets china thus far resisted international pressure break link least shift level peg to extent credit controls seem taking effect industrial output grew 15 7 year october 23 february inflation slowed 4 3 although retail sales still booming,1,0,0,0,0
dollar gains greenspan speech,the dollar hit highest level euro almost three months federal reserve head said us trade deficit set stabilise and alan greenspan highlighted us government willingness curb spending rising household savings factors may help reduce in late trading new york dollar reached 1 2871 euro 1 2974 thursday market concerns deficit hit greenback recent months on friday federal reserve chairman mr greenspan speech london ahead meeting g 7 finance ministers sent dollar higher earlier tumbled back worse expected us jobs data i think chairman taking much sanguine view current account deficit taken time said robert sinche head currency strategy bank america new york he taking longer term view laying set conditions current account deficit improve year next worries deficit concerns china however remain china currency remains pegged dollar us currency sharp falls recent months therefore made chinese export prices highly competitive but calls shift beijing policy fallen deaf ears despite recent comments major chinese newspaper time ripe loosening peg the g 7 meeting thought unlikely produce meaningful movement chinese policy in meantime us federal reserve decision 2 february boost interest rates quarter point sixth move many months opened differential european rates the half point window believe could enough keep us assets looking attractive could help prop dollar the recent falls partly result big budget deficits well us yawning current account gap need funded buying us bonds assets foreign firms governments the white house announce budget monday many commentators believe deficit remain close half trillion dollars,1,0,0,0,0
tsunami noto hit sri lanka banks,sri lanka banks face hard times following december tsunami disaster officials warned the sri lanka banks association said waves killed 30 000 people also washed away huge amounts property securing loans according estimate much 13 6 loans made private banks clients disaster zone written damaged state owned lenders may even worse hit said the association estimates private banking sector 25 bn rupees 250 135 loans outstanding disaster zone on one hand banks dealing death customers along damaged destroyed collateral on extending cheap loans rebuilding recovery well giving clients time repay existing borrowing the combination means revenue shortfall 2005 slba chairman commercial bank managing director al gooneratne told news conference most banks given moratoriums collecting interest least quarter said in public sector one ten state owned people bank customers south sri lanka affected bank spokesman told reuters he estimated bank loss 3 bn rupees,1,0,0,0,0
economy istrong election year,uk businesses set prosper next months could trigger interest rate rises according report optimism highest since 1997 business reap benefits continuing rise public spending say researchers bdo stoy hayward the bank england expected keep rates hold week could go later year rates likely rise anticipated general election may the bdo optimism index leading indicator gdp growth two quarters ahead edged january 102 5 102 2 october the rise due part increase public spending increased merger acquisition activity the thing blighting business optimism year uncertainties associated general election bdo said its bdo output index predicts gdp movements quarter advance remained 100 8 january implying gdp growth 2 9 second quarter 2005 however output index held back recent interest rate rises sterling strength dollar high oil prices group noted its inflation index risen continuously last 8 months climbed 110 0 january 108 0 october last year the uk looking strong going general election businesses need prepare jolt ahead bank england reacts growth inflationary pressures said peter hemington partner bdo stoy hayward growth probably slow end 2005 likely see higher interest rates sharp drop demand products services,1,0,0,0,0
cuba winds back economic clock,fidel castro decision ban cash transactions us dollars cuba turned spotlight cuba ailing economy all conversions us dollar cuba convertible peso 8 november subject 10 tax cuban citizens receive money overseas foreign visitors change dollars cuba affected critics measure argue step backwards reflecting cuban president desire increase control economy clamp private enterprise in live television broadcast announcing measure president castro chief aide said necessary united states increasing economic aggression the ten percent obligation applies exclusively dollar virtue situation created new measures us government suffocate country said the bush administration taken increasingly harsh line cuba recent months president bush government strong supporter 40 year old trade embargo cuba introduced even tighter restrictions cuba may cubans living us limited one visit cuba every three years send money immediate relatives a leading expert cuban economy says castro tax plan smacks desperate economic measure political gesture i think primarily effort raise cash says jose barrionuevo head strategy latin american emerging markets barclays capital it underscores fact economy bad shape government looking sources revenue the tax hit families cuban exiles hardest benefit money displaced relatives send home this money known remittances amount much 1 bn year those remaining cuba pay tax their relatives abroad may choose send money currencies subject tax euros increase dollar payments compensate however many cuban poorest citizens could worse result the tax also affect two million tourists visit cuba every year particularly americans continue defy ban travel cuba tourist industry one economic success stories last ten years according un economic commission latin america worth 3 bn country the tax designed provide much needed revenue cuba cash strapped economy cuba badly needs dollars pay essential items food fuel medicine much cuba basic infrastructure state disrepair in recent weeks cuba suffered serious power cuts decade also water shortages parts island cuba economy staged modest recovery mid 1990 collapse soviet union forced embrace foreign capital decentralise trade permit limited private enterprise however decline foreign tourism since 2002 periodic hurricanes increasing costs importing oil put strain economy it however yet seen tax provide solution government economic problems the tax could fuel active black market currency trading mr barrionuevo said the main impact could create black market typically see countries like venezuela restrictions capital says mr barrioneuvo says measure could dropped damaging effect economic activity it intended permanent measure i sure last long,1,0,0,0,0
nissan names successor ghosn,nissan named lifetime employee run operations carlos ghosn highly successful boss takes charge renault as chief operating officer toshiyuki shiga run nissan daily basis although mr ghosn masterminded recovery remain chief executive mr ghosn become chairman chief executive renault owns 44 japanese carmaker april mr ghosn transformed nissan fast growing profitable business mr shiga nominally serve mr ghosn deputy however nissan senior japan based executive charge firm global sales marketing he currently charge nissan operations across asia australasia credited significantly improving sales china he inherit strong legacy mr ghosn overseen dramatic turnaround nissan fortunes past five years dubbed le cost killer pushing huge cost cuts previous jobs mr ghosn reduced nissan overheads 20 trimmed workforce 200 000 taking charge 1999 these actions helped nissan turn 684 bn yen 6 4 bn loss 2000 331 bn yen 2 7 bn profit following year during tenure nissan increased market share made significant strides key export markets nissan aims increase vehicle sales four million 2008 launching 28 new models process in new job renault chief executive mr ghosn devote 40 time renault 40 nissan rest group activities north america key markets mr ghosn said mr shiga appointment would ensure seamless transition management i need leadership team capable accelerating performance delivery results characterized nissan past six years mr ghosn said i full confidence toshiyuki shiga new leadership team help implement next chapter nissan growth nissan also announced number management appointments promotions several younger executives,1,0,0,0,0
mci shareholder sues stop bid,a shareholder us phone firm mci taken legal action halt 6 75 bn 3 6 bn buyout telecoms giant verizon hoping get better deal the lawsuit filed friday qwest communications earlier offer mci rejected said would submit improved bid mci directors backed verizon despite tabling less money they accused breaching fiduciary duties depriving mci shareholders maximum value according legal papers filed delaware court verizon set pay unconscionable unfair grossly inadequate sum mci formerly known worldcom qwest said wednesday mci rejected deal worth 8 bn a number large mci shareholders expressed unhappiness decision saying verizon offer made cash shares dividends undervalued company friday lawsuit argues verizon offer makes provision future growth prospects consolidation us phone industry put premium mci network assets clients mci directors argued verizon bigger qwest fewer debts built successful mobile division chief executive michael capellas spent last week meeting shareholders effort win backing in 2002 investors named worldcom lost millions company filed bankruptcy following accounting scandal however firm renamed mci put operations order emerged bankruptcy protection last april it long distance corporate phone firm would provide buyer access global telecommunications network large number business based subscribers mci shares jumped friday hitting highest level since april 2004 amid speculation would focus bidding war a takeover mci would fifth billion dollar telecoms deal since october companies look cut costs boost client bases earlier month sbc communications agreed buy former parent phone pioneer at t 16 bn,1,0,0,0,0
telegraph newspapers axe 90 jobs,the daily sunday telegraph newspapers axing 90 journalist jobs 17 editorial staff the telegraph group says cuts needed fund 150 investment new printing facilities journalists firm met friday afternoon discuss react surprise announcement the cuts come background fierce competition readers sluggish advertising revenues amid competition online advertising the national union journalists called management recall notice redundancy midday monday face strike ballot pearson financial times said last week offering voluntary redundancy 30 reporters the national union journalists said stood strongly behind journalists rule strike managers torn agreed procedures kicked staff teeth sacking people pay printing facilities said jeremy dear nuj general secretary nuj official barry fitzpatrick said company ignored 90 day consultation period required companies planning 10 redundancies they shown complete disregard consultative rights members said mr fitzpatrick added company planned observe consultation procedures the two telegraph titles currently employ 521 journalists some broadsheet newspapers especially moved tabloid format suffered circulation declines hitting revenues the telegraph announced plans go tabloid although the independent the times seen circulation rise since shrinking size the guardian hedging bets planning larger tabloid format like popular continental europe the telegraph group bought barclay twins frederick david last year previously owned lord conrad black hollinger international the brothers currently mulling sale another businesses retailer littlewoods telegraph executive murdoch maclennan said two newspapers would add eight colour pages coming months journalists lifeblood newspaper maintaining quality the daily telegraph the sunday telegraph readers vital said however action improve production capability secure titles competition also vital many newspapers investing new printing machinery enables print colour pages cases colour every page they hoping boosting colour make publications attractive advertisers readers alike in recent months news corp news international unit publishes the sun news world guardian media group trinity mirror daily mail general trust announced substantial investments new printing plants,1,0,0,0,0
strong demand triggers oil rally,crude oil prices surged back 47 barrel mark thursday energy market watchdog raised forecasts global demand the international energy agency iea warned demand opec crude first quarter would outstrip supply the iea raised estimate 2005 oil demand growth 80 000 barrels day 84 million barrels day us light crude rose 1 64 47 10 brent crude london gained 1 32 44 45 the paris based iea watchdog advises industrialized nations energy policy said upward revision due stronger demand china asian countries the fresh rally crude prices followed gains wednesday triggered large falls us crude supplies following cold spell north america january the us department energy reported crude stockpiles fallen 1 barrels 294 3 on top ongoing problems beleaguered russian oil giant yukos also prompted iea revise output estimates russia major non opec supplier i think prices beginning set new range looks like 40 50 level said energy analyst orin middleton barclays capital,1,0,0,0,0
gm pays 2 bn evade fiat buyout,general motors us pay fiat 1 55 bn euros 2 bn 1 1 bn get deal could forced buy italian car maker outright fiat sold gm stake 2000 part partnership agreement but fiat heavy losses convinced gm whose european operations red back away the pay means two firms unwind joint ventures fiat keep supplying diesel engines money allow reduce debt fiat shares milan stock exchange rose 4 5 0900 gmt 6 2 euros shot 7 early trading we absolute freedom design future said fiat chief executive sergio marchionne analysts said fiat seemed done well deal although predictions expected 2 bn euro pay fiat get 1 bn euros immediately another 550 follow within 90 days the firm italy largest private employer failure reach agreement could severe consequences thousands workers italian economy for part gm keen ward criticism deal mistake we needed scale europe get costs able working fiat said gm chief executive rick wagoner the fiat gm alliance came 2000 alternative selling fiat outright german us car firm daimlerchrysler willing buy firm fiat patriarch gianni agnelli want give control instead gm swapped 6 stake 20 fiat gave fiat put option sell gm rest car maker january 2004 july 2009 but despite alliance fiat failed put back track continuing lose money market share as result sell looked better better italians much worse gm struggling loss making european marques opel saab the relationship soured fiat sold half finance arm recapitalised 2003 halving gm stake 10,1,0,0,0,0
yangtze electric profits double,yangtze electric power operator china three gorges dam said profits doubled 2004 the firm benefited increased demand electricity time power shortages hit cities provinces across country as hydroelectric power generator hurt higher coal costs net income jumped 3 bn yuan 2004 365 190 compared 1 4 bn yuan 2003 sales surged 6 2 bn yuan 3 bn yuan year earlier the figures topped analysts expectations even though rate growth slowed 2003 analysts forecast likely decline year rate expansion closer 20 yangtze electric expanding output meet demand driven china booming economy the government delayed building number power plants effort rein growth amid concerns economy may overheat that led energy crunch demand outstripping supply earlier month work halted underground power station supply unit three gorges dam well power station sister xiluodu dam environmental worries a total 30 large scale projects halted across country similar reasons the three gorges dam project led half million people relocated drawn criticism environmental groups overseas human rights activists its sister project xiluodu dam built jinshajiang river golden sand upper reaches yangtze known,1,0,0,0,0
alfa romeos noto get gm engines,fiat stop making six cylinder petrol engines sporty alfa romeo subsidiary unions italian carmaker said the unions claim fiat close fiat powertrain plant arese near milan instead source six cylinder engines general motors fiat yet comment matter unions say new engines made gm australia the news comes week gm pulled agreement buy fiat gm pay former partner fiat 1 55 bn euros 2 bn 1 1 bn get deal could forced buy italian carmaker outright fiat gm also ended five year alliance two joint ventures engines purchasing agree continue buying engines powertrain told us today alfa romeo engines longer made arese said union leader vincenzo lilliu reported reuters news agency the assembly line dismantled six cylinder alfa romeo motor replaced engine gm produces australia reuters also said mr lilliu union bosses shouted insults fiat chairman luca di montezemolo following meeting tuesday regarding future arese plant the unions said end engine production facility would mean loss 800 jobs all alfa romeo models bought six cylinder engine 147 156 156 sportwagon 166 gtv gt spider,1,0,0,0,0
egypt sell state owned bank,the egyptian government reportedly planning privatise one country big public banks an investment ministry official told reuters news agency bank alexandria sold sometime 2005 the move seen evidence new commitment government reduce size public sector the official said government yet decided whether sale take form public flotation the important thing decide method whether selling shares public strategic investor abroad said analysts say public sector banks suited government monetary credit exchange policies nevertheless egyptian government spoken years privatising one big four state banks banque misr national bank egypt banque du caire bank alexandria it expected one smallest four big public banks bank alexandria banque du caire would sold first the announcement reinforces hopes investors international financial bodies revival egypt privatisation programme about 190 state run companies facilities sold early 1990 1997 the appointment mahmoud mohieldin reform minded technocrat new post investment minister july taken sign sell offs way both imf world bank urged egypt remove obstacles development private sector say vital role play reducing poverty expanding economy,1,0,0,0,0
cash gives way flexible friend,spending credit debit cards overtaken cash spending uk first time the moment plastic finally toppled cash happened 10 38 wednesday according association payment clearing services apacs apacs chose school teacher helen carroll portsmouth make historic transaction the switch took place paid groceries supermarket chain tesco cromwell road branch mrs carroll born year plastic cards first appeared uk i pay things debit card occasional purchases one credit cards said mrs carroll teaches peel common infants school gosport spending patterns year estimates december led apacs conclude 10 38 time plastic would finally rule roost shoppers uk expected put 269 bn plastic cards whole 2004 compared 268 bn paid cash apacs said when first plastic cards appeared uk june 1966 issued barclaycard handful retailers accepted customers held but less 40 years plastic become popular way pay due added security flexibility offers said apacs spokeswoman jemma smith the key driver introduction debit cards account two thirds plastic card transactions used millions us every day,1,0,0,0,0
continental amay run cash,shares continental airlines tumbled firm warned could run cash in filing us regulators airline warned inadequate liquidity fails reduce wage costs 500 end february continental also said make cuts expects lose hundreds millions dollars 2005 current market conditions failure make cutbacks may also push reduce fleet group said shares fifth biggest us carrier fallen 6 87 news 10 44 1830 gmt without reduction wage benefit costs reasonable prospect future profitability believe ability raise additional money financings would uncertain continental said filing us securities exchange commission sec airlines faced tough conditions recent years amid terrorism fears since 11 september world trade centre attack 2001 but despite passengers returning skies record high fuel costs fare wars prompted competition low cost carriers taken toll houston based continental debt pension payments nearly 984 must pay year the company working streamline operations managed save 1 1 bn costs without cutting jobs two weeks ago group also announced would able shave 48 year costs changes wage benefits us based management clerical staff,1,0,0,0,0
daimlerchrysler 2004 sales rise,us german carmaker daimlerchrysler sold 2 1 cars 2004 previous year solid chrysler sales offset weak showing mercedes sales totalled 3 9 million units worldwide 2004 company said detroit motor show a switch new models hit luxury marque mercedes benz sales 3 1 1 06 million chrysler avoided fate us rivals ford general motors lost ground japanese firms its sales rose 3 5 2 7 million units similarly smart brand compact cars division sales jumping 21 1 2004 136 000 the future brand controlled mercedes group within daimlerchrysler remains question however smart consistently lost money since started trading 1998 new model launches hold said mercedes chief executive eckhard cordes in europe smart go sale regular mercedes dealerships well dealer network mr cordes said,1,0,0,0,0
dollar slides ahead new year,the us dollar hit new record low euro analysts predict declines likely 2005 disappointing economic reports dented currency rallying european policy makers said worried euro strength earlier thursday japanese yen touched lowest versus euro concerns economic growth asia currency markets volatile past week technical automated trading light demand this amplified reactions analysts said adding expect markets become less jumpy january people want go weekend new year positioned weaker buck said tim mazanec director foreign exchange investors bank trust the dollar slid record 1 3666 versus euro thursday bouncing back 1 3636 against yen dollar trading 103 05 the yen meanwhile dropped 141 60 per euro afternoon trading it later strengthened 140 55 investors concerned size us trade budget deficits betting george w bush administration allow dollar weaken despite saying favour strong currency also playing investors minds mixed reports state us economy on thursday disappointing business figures chicago brought sudden end rally value dollar the national association purchasing management chicago said index dropped 61 2 analysts expected german chancellor gerhard schroeder italian prime minister silvio berlusconi voiced concerns strength euro mr berlusconi said euro strength absolutely worrying italian exports mr schroeder said newspaper article stability foreign exchange markets required correction global economic imbalances,1,0,0,0,0
uk interest rates held 4 75,the bank england left interest rates hold 4 75 widely predicted move rates went five times november 2003 bank sought cool housing market consumer debt remained unchanged since august recent data indicated slowdown manufacturing consumer spending well mortgage approvals and retail sales disappointed christmas analysts putting drop less consumer confidence rising interest rates accompanying slowdown housing market knocked consumers optimism causing sharp fall demand expensive goods according report earlier week british retail consortium the brc said britain retailers endured worst christmas decade today change decision correct said david frost director general british chambers commerce bcc but clear signs economy slows mpc ready take quick corrective action cut rates dismal reports retail trade christmas sales worrying indicate general weakening consumer spending mr frost added the housing market outlook remains highly uncertain it widely accepted house prices start falling sharply risks facing economy worsen considerably cbi chief economist ian mccafferty said economy slowed recent months response rate rises difficult gauge christmas period likely pace activity summer the bank juggle emergence inflationary pressures driven tight labour market buoyant commodity prices risk abrupt slowdown consumer activity said interest rates likely remain hold time on thursday gloomy news manufacturing front office national ons statistics revealed british manufacturing output unexpectedly fell november fifth month past six the ons said manufacturing output dropped 0 1 november matching similar unrevised fall october confounding economists expectations 0 3 rise manufacturers organisation eef said expected hold interest rates continue near future it also said evidence manufacturers confidence may waning outlook world economy becomes uncertain so far evidence suggests last year rate increases helped rebalance economy without damaging recovery manufacturing said eef chief economist steve radley however business outlook start deteriorate bank stand ready cut rates some economists predicted rates drop later year although others feel bank may still think need rise 5 happens the bank remains concerned long term risks posed personal debt rising 15 year economic conditions worsen,1,0,0,0,0
german economy rebounds,germany economy biggest among 12 countries sharing euro grew fastest rate four years 2004 driven strong exports gross domestic product gdp rose 1 7 last year statistical office said the economy contracted 2003 foreign sales increased 8 2 last year compared 0 3 slide private consumption concerns remain however strength euro weak domestic demand sluggish labour market the european central bank ecb left benchmark interest rate unchanged 2 thursday it nineteenth month row ecb moved borrowing costs economists predict increase unlikely come second half 2005 growth set sputter rather ignite during 2004 profited fact world economy strong said stefan schilbe analyst hsbc trinkaus burkhardt if exports weaken domestic growth remains poor cannot expect much 2005 many german consumers spooked unsettled government attempts reform welfare state corporate environment major companies including volkswagen daimlerchrysler siemens spent much 2004 tough talks unions trimming jobs costs they also warned cost cutting measures horizon,1,0,0,0,0
tsunami cost hits jakarta shares,the stock market jakarta seen biggest slide month country doubled likely cost rebuilding asian tsunami the fall came indonesia said expected debt repayments 30 trillion rupiah 3 2 bn 1 7 bn frozen help pay recovery by monday close jakarta stock exchange 2 1 1 011 15 bar slight dip new year the jse risen steadily 4 7 since tsunami hit 26 december construction property companies particular gained ground although banks among main fallers monday so far 100 000 people believed killed indonesia country closest earthquake triggered great wave on friday government said five year estimate rebuilding costs banda aceh province much flattened quake tsunami 20 trillion rupiah 2 2 bn 1 1 bn twice previously estimated that cost could defrayed temporary debt relief on monday indonesian economy minister aburizal bakrie told reporters paris club group creditor countries expected freeze 20 30 bn rupiah payments due 2005 2006 we hope resume repayments least 2007 mr bakrie said french finance minister herve gaymard said sunday paris club already agreed moratorium repayments tsunami hit countries ahead meeting 12 january,1,0,0,0,0
vw considers opening indian plant,volkswagen considering building car factory india said yet make final decision the german giant said studying possibility opening assembly plant country remained potential idea its comments came industry minister india andhra pradesh state said team vw officials due visit discuss plans b satyanarayana said expected vw co sign memorandum agreement several foreign carmakers including hyundai toyota suzuki ford already indian production facilities meet demand automobiles asia fourth largest economy vw proposed plant would set port city visakhapatnam india eastern coast an andhra pradesh official added vw already approved factory site measuring 250 acres,1,0,0,0,0
